ShopName,Date,Prefecture,Phone,genres
cafe solare Tsumugi エトモあざみ野店,2019-03-27,神奈川県,045-507-3303,None
東急フードショーカフェ,2019-03-27,神奈川県,045-901-3240,None
FROMA YORKYS CHEESE RESTAURANT&BAR,2019-03-27,兵庫県,078-200-6480,None
editor’s fav るるぶキッチン ASAKUSAエキミセ,2019-03-27,東京都,03-6231-7742,None
スポーツ＆カードゲームカフェ ミント広島店,2019-03-25,広島県,082-207-2505,None
1/3RD FITNESS＆BURGER,2019-03-25,神奈川県,04-5225-8447,None
猫カフェMOCHA（モカ）アルシェ大宮店,2019-03-24,埼玉県,048-779-8822,None
ハーティネス上町カフェ,2019-03-24,大阪府,06-7492-3252,None
心美菜果(SINBISAIKA),2019-03-24,北海道,011-887-7803,None
DEAN & DELUCA カフェ ODAKYU湘南GATE店,2019-03-21,神奈川県,0466-52-8240,None
SARYUサリュウ,2019-03-20,東京都,03-6263-8432,None
SunnyDays Nagoya,2019-03-19,愛知県,052-211-7370,None
バースブック珈琲 新浜店,2019-03-19,徳島県,088-676-2522,None
サンマルクカフェ 三鷹駅南口店,2019-03-18,東京都,0422-24-6309,None
カフェ＆ベーカリーPRONTO 鈴鹿PA店,2019-03-16,三重県,059-371-6571,None
Café&Meal MUJI 錦糸町パルコ,2019-03-16,東京都,03-5625-0711,None
PARKLIFE CAFE & RESTAURANT,2019-03-15,東京都,03-6808-0070,None
Cafeアゼリア,2019-03-15,千葉県,04-7125-3030,None
古民家カフェ桃源郷,2019-03-15,岡山県,086-206-5721,None
CHOTTO WARAKU,2019-03-15,京都府,075-353-9669,None
FROMA YORKYS CHEESE restaurant＆bar,2019-03-15,兵庫県,078-803-8033,None
サンマルクカフェ アリオ鷲宮店,2019-03-15,埼玉県,0480-53-8309,None
du cafe新宿 (ディーユーカフェ新宿),2019-03-14,東京都,03-3352-2693,None
グランドニッコー東京 台場 The Lobby Cafe,2019-03-14,東京都,03-5500-6604,None
カウボーイ・クックハウス,2019-03-14,千葉県,045-330-5211,None
＆COFFEE MAISON KAYSER SUINA室町店,2019-03-13,京都府,075-708-5015,None
Moff animal cafe 名古屋parco店,2019-03-13,愛知県,052-264-8111,None
POP GREEN,2019-03-13,京都府,075-754-8923,None
マルモキッチン グランフロント大阪店,2019-03-13,大阪府,06-6467-8896,None
dotcom space Tokyo,2019-03-09,東京都,03-6721-1963,None
CAFE＆BAKERY MIYABI（カフェ＆ベーカリー ミヤビ）オランダヒルズ店,2019-03-09,東京都,03-5843-8198,None
BETTER BICYCLES CAFÉ ONOMICHI,2019-03-09,広島県,0848-29-9335,None
スープ&カフェ オルト （SOUP&CAFE ORTO）,2019-03-08,東京都,03-3981-0111,None
Board Game Cafe Asobbe （ボードゲームカフェ アソッベ）,2019-03-07,山形県,023-616-6363,None
ONAKA PECO PECO byるるぶキッチン,2019-03-06,東京都,03-6888-7806,None
ネスカフェ睡眠カフェ 大井町店,2019-03-05,東京都,,None
VERDE cafe,2019-03-05,大阪府,06-6442-7770,None
MASA cafe,2019-03-04,愛知県,052-485-9450,None
がふぅ恋猫,2019-03-04,福井県,,None
+39 ITALIAN CAFE & BAKERY,2019-03-04,大阪府,072-682-9888,None
SUNDAY’S BAKE 569（サンデーズ ベイク ゴーロクキュー）,2019-03-03,大阪府,06-6245-8898,None
風をあつめて,2019-03-03,岡山県,080-5759-3313,None
imabari towel CAFÉ（今治タオルカフェ）,2019-03-02,愛媛県,0898-32-7000,None
MILKLAND HOKKAIDO → TOKYO,2019-03-02,東京都,03-3723-5700,None
eスポーツカフェ HUTABA（フタバ）,2019-03-02,石川県,076-225-8528,None
HUIS TEN BOSCH 豆柴カフェ,2019-03-02,長崎県,0570-064-110,None
サンマルクカフェ イオンモール四條畷店,2019-03-01,大阪府,072-812-7309,None
LeBRESSOレブレッソ 福岡浄水通店,2019-02-28,福岡県,092-707-0304,None
J.S. フーディーズ(J.S. FOODIES) 天王寺MIO店,2019-02-27,大阪府,06-6773-3016,None
カフェレストラン ラベンダー,2019-02-27,京都府,075-647-0606,None
さち福やCAFE なんばCITY店,2019-02-27,大阪府,06-6632-0820,None
PARK in CAFE bird tree（バードツリー）,2019-02-26,大阪府,06-6832-4488,None
kuki BALcafé,2019-02-25,埼玉県,0480-31-8126,None
石と鉄 STONE＆IRON,2019-02-25,北海道,080-7874-9488,None
CAFÉ ＆ SPACE L.D.K.,2019-02-23,神奈川県,044-455-4551,None
NERIMA.CAFE,2019-02-23,東京都,03-5946-9673,None
譲渡型保護猫カフェ CAT HOME GARDEN,2019-02-21,東京都,03,None
蜂蜜カフェ WATCH YOUR HEAD,2019-02-21,京都府,075-754-7873,None
プールズ カフェ&バル,2019-02-20,千葉県,043-463-3661,None
ポコママcafeハウス,2019-02-20,愛知県,052-444-2700,None
CAFE&GRILL ヒカリノアトリエ,2019-02-17,東京都,03-6426-2122,None
Developers.IO CAFE,2019-02-16,東京都,0120-991-668,None
Pacific Sun (パシフィック サン),2019-02-16,大阪府,072-807-6091,None
Cafe&Bar Felice,2019-02-14,福岡県,092-332-9977,None
ひとり猫カフェにあにゃあ,2019-02-13,大阪府,080-9520-3844,None
Off-Grid Cafe Cenchallores（センチャラーズ）,2019-02-13,熊本県,,None
Multiple Cafe FIRST MOVE,2019-02-12,神奈川県,045-507-3008,None
レコード バンザイ/LP Cafe & Bar,2019-02-11,宮城県,022-209-2595,None
Melon de melon長崎Bg-Cafe店,2019-02-11,長崎県,095-820-8778,None
おいしい散歩,2019-02-10,兵庫県,078-262-1112,None
お米cafeさかもと,2019-02-10,埼玉県,048-514-7788,None
マンゴツリーカフェ天神,2019-02-09,福岡県,092-791-8881,None
Island Cafe ’Olu’Olu,2019-02-09,大阪府,072-203-0801,None
ふくろうカフェCu,2019-02-07,大阪府,080-5330-2960,None
椿屋カフェ 京急上大岡店,2019-02-06,神奈川県,045-367-9084,None
niko and … KITCHEN ニコアンドキッチン横浜ベイクォーター店,2019-02-06,神奈川県,055-269-5104,None
Beillevaire 新宿伊勢丹,2019-02-06,東京都,03-3352-1111,None
農園の手紙舎,2019-02-05,東京都,042-506-8500,None
占いカフェ ハスハス,2019-02-05,香川県,0875-88-9009,None
COFFEE STORY,2019-02-04,茨城県,029-350-3959,None
カフェキッチン HACHI CAFE,2019-02-02,千葉県,0479-74-3554,None
SECRET CAFE L シークレットカフェ・エル,2019-01-31,東京都,03-6233-8101,None
ホークスレストラン,2019-01-30,福岡県,092-235-7182,None
TEA AND BAR,2019-01-29,京都府,075-351-0700,None
BREFA,2019-01-29,石川県,076-222-7280,None
MOV’S（town&coffee）,2019-01-26,滋賀県,077-526-8881,None
DeliCafe芽ぶき,2019-01-26,宮城県,022-266-7122,None
糀いずみや,2019-01-26,宮城県,090-7335-1238,None
カフェ LACIDEM TOKO-TOKO,2019-01-23,宮城県,022-226-8595,None
しロといロいロ（SIRO to IROIRO）,2019-01-22,東京都,,None
ナナブンノハチ,2019-01-21,香川県,087-812-1678,None
CORAL KITCHEN cove コーラルパーラーエノコ,2019-01-18,大阪府,06-6445-8035,None
ボードゲーム茶屋 湖月,2019-01-18,兵庫県,0796-52-5123,None
ボードゲームカフェ JELLY JELLY CAFE 川崎店,2019-01-16,神奈川県,044-223-6676,None
ばなふりら,2019-01-16,静岡県,055-968-5268,None
cafe Pigna,2019-01-11,兵庫県,078-803-8288,None
 Cafe de paris（カフェ ド パリ）,2019-01-09,東京都,03-3475-0130,None
LEAFⅡ,2019-01-07,神奈川県,045-228-9555,None
eternity 三ノ輪,2019-01-06,東京都,03-6806-6220,None
styling cafe Day See,2019-01-05,兵庫県,078-891-7555,None
toco*towa DELI とことわ,2019-01-05,和歌山県,073-488-2102,None
Cafe & Bar うそのたばこ店,2019-01-04,東京都,03-5829-6442,None
coral beach（コーラルビーチ）,2019-01-03,兵庫県,0798-39-8035,None
創作空間caféアトリエ 中崎町店,2019-01-03,大阪府,06-6467-8667,None
岩座-IWAKURA-  鎌倉小町通り店,2018-12-27,神奈川県,0467-38-5238,None
SO BAR 保科,2018-12-26,長野県,0263-34-8488,None
egg baby cafe,2018-12-24,東京都,03-6823-1155,None
EJアニメシアター新宿,2018-12-21,東京都,03-5361-7878,None
J.S.BURGERS CAFE 京都店,2018-12-21,京都府,075-253-6121,None
ROKU CAFE BAR,2018-12-20,岡山県,0867-72-6600,None
Cafe&Bar Livi (カフェ&バー リヴィ),2018-12-20,長野県,026-225-5115,None
cafe no. HARAJUKU（カフェナンバー）,2018-12-20,東京都,03-6721-1271,None
ホリーズカフェ住道オペラパーク店,2018-12-19,大阪府,072-869-2125,None
ホリーズカフェゆめタウン姫路店,2018-12-19,兵庫県,079-299-6069,None
NIJIYA CAFE （ニジヤ カフェ）,2018-12-19,東京都,03-6337-5411,None
cafe Planetaria,2018-12-18,東京都,03-6269-9952,None
LDH kitchen THE TOKYO HANEDA,2018-12-18,東京都,03-5579-7461,None
カフェ&ダイニングバーHipa Hipa(ヒパヒパ),2018-12-17,神奈川県,045-900-6897,None
BON BONHEUR (ボンボヌール),2018-12-15,東京都,03-6264-4773,None
foru cafe 原宿店,2018-12-15,東京都,080-9646-2341,None
ごとカフェ,2018-12-15,長崎県,0120-05-6262,None
EDOCCO CAFE MASU MASU,2018-12-15,東京都,03-6811-6622,None
Octavar（オクターヴァ）,2018-12-14,東京都,03-5565-1161,None
猫カフェにゃんくる mozoワンダーシティ店,2018-12-13,愛知県,052-325-6122,None
Casual cafe Plus,2018-12-13,愛知県,090-7434-9095,None
Flower Quiche 松井山手店,2018-12-13,京都府,0774-63-8087,None
RIDER’S CAFE 寺住 明王寺,2018-12-13,三重県,0596-63-8545,None
STAND JON スタンドジョン,2018-12-13,大阪府,06-7708-4192,None
シャノワール松井山手店,2018-12-12,京都府,075-971-6220,None
AVOSETA（アボセタ）,2018-12-12,東京都,03-5843-0256,None
cafe & bar 満天の空,2018-12-11,大阪府,06-4256-6099,None
カフェ&ダイニングみのりみのる アミュプラザおおいた店,2018-12-11,大分県,097-535-8623,None
武相庵 LIBRARY＆HOSTEL,2018-12-10,東京都,042-860-7817,None
凛々と,2018-12-10,兵庫県,079-440-7854,None
アニマルミーティングルームADOPT八王子店,2018-12-08,東京都,042-673-2951,None
ボヌールカフェ,2018-12-08,東京都,03-3708-8301,None
TORQUE SPICE & HERB TABLE & COURT,2018-12-07,東京都,03-6451-1374,None
NORMA JEAN,2018-12-07,滋賀県,077-565-8708,None
Queen of chickens クイーン・オブ・チキンズ 長岡店,2018-12-07,新潟県,0258-89-7580,None
カフェキッチン ぺキッシュ,2018-12-07,東京都,0422-27-5285,None
アニメイトカフェ名古屋2号店,2018-12-05,愛知県,052-756-2205,None
カフェ エ マリアージュ ルルペパン cafe et mariage Lulu Pepin,2018-12-04,福島県,024-983-0168,None
ベーカリーレストランサンマルク イオンモール幕張新都心店,2018-12-03,千葉県,043-307-9450,None
book cafe DOOR （ブックカフェ ドア）,2018-12-03,兵庫県,0798-77-5078,None
CAFE SORILESS（カフェ ソリレス ）,2018-12-03,埼玉県,048-940-3225,None
Cafe&Kitchen TERRIER,2018-12-03,宮城県,0224-66-5977,None
Il caffe Amico,2018-12-02,東京都,0422-26-4151,None
作業カフェ＆バー 無人島,2018-12-01,東京都,03-6728-9872,None
spice&herb Epice Mamma Mia なんてこった研究所 金山店,2018-12-01,愛知県,080-8165-1439,None
COCOA Shop AKAI TORI,2018-12-01,大阪府,080-6126-7536,None
MORIHICO.緑が丘テラス,2018-12-01,北海道,0166-76-4301,None
DELI CAFE HYBRID （デリカフェ ハイブリッド）,2018-12-01,兵庫県,078-600-2971,None
色々ノイロ,2018-12-01,神奈川県,042-711-7377,None
ボードゲームカフェ coast（コースト）,2018-11-30,広島県,050-5437-4782,None
Movie’s cafe MATERIAL tanimachi,2018-11-30,大阪府,06-6777-9193,None
Cafe Prendre カフェ プランドール,2018-11-28,北海道,0154-55-3388,None
猫カフェ コックンの別荘  八王子オーパ店,2018-11-27,東京都,042-686-1550,None
ペネロペカフェ,2018-11-27,東京都,03-3567-3366,None
CAFE VOIZ,2018-11-27,北海道,011-768-8385,None
北欧のコンセプトカフェ nordics（ノルディックス）,2018-11-24,埼玉県,0570-001-630,None
スポーツマリオ×タニタカフェ アリオ亀有店,2018-11-24,東京都,0466-86-5930,None
北鎌倉 欒カフェ（キタカマクラ オウチカフェ）,2018-11-23,神奈川県,0467-38-7391,None
カフェブリッコ 新座店,2018-11-22,埼玉県,048-477-8111,None
SPORTS STATION & CAFE,2018-11-22,東京都,,None
清水スタンド Kiyomizu Stand,2018-11-22,京都府,075-744-0097,None
キャナリィ・ロウ MARK IS 福岡ももち店,2018-11-22,福岡県,092-836-8000,None
Moff animal cafe マークイズ福岡ももち,2018-11-22,福岡県,092-836-6180,None
カフェ もんぺるん,2018-11-21,福島県,0240-23-7530,None
RHC カフェ マークイズ福岡ももち店,2018-11-21,福岡県,092-407-3936,None
J.S.BURGERS CAFE マークイズ福岡ももち店,2018-11-21,福岡県,092-833-2727,None
good spoon 阪急西宮ガーデンズゲート館店,2018-11-20,兵庫県,0798-31-3228,None
MoMoChi CAFE&KITCHEN,2018-11-20,福岡県,092-833-7300,None
Une cled Oz (ウェ二クレード オズ）,2018-11-19,北海道,011-887-7272,None
Veggy Glace,2018-11-18,千葉県,047-705-4127,None
ベビーフェイスプラネッツ札幌東区役所前店,2018-11-17,北海道,011-788-7088,None
ペネロペカフェ,2018-11-17,東京都,03-3567-3366,None
カフェコムサ立川伊勢丹店,2018-11-17,東京都,042-512-8393,None
E PRONTO(エ・プロント) ビエラ岸辺健都店,2018-11-16,大阪府,06-4860-6725,None
ヘルシーフィールド キッチンKENTO,2018-11-16,大阪府,,None
からふね屋CAFE岸辺健都店/MARCHE岸辺健都店,2018-11-16,大阪府,06-6155-6591,None
Triple x cafe,2018-11-16,大阪府,06-6630-6791,None
KOBE RISCAFE,2018-11-14,兵庫県,078-855-5212,None
あさりやcafé 海ほたる,2018-11-14,千葉県,0438-41-5841,None
CAFFÈ & BAR PRONTO （ カフェ＆バー プロント）松山大街道店,2018-11-13,愛媛県,089-909-7899,None
おねがいマイメロディカフェ 池袋店,2018-11-13,東京都,03-5949-5675,None
The French Toast Factory都立大学店,2018-11-10,東京都,03-5726-9521,None
アロハサラダ カフェ 六本木一丁目店,2018-11-10,東京都,03-6277-7518,None
マンゴツリーカフェ 名古屋ラシック,2018-11-09,愛知県,052-259-6752,None
MAHANA’S CAFE & ORGANIC SHOP,2018-11-08,千葉県,080-9290-7566,None
FUDGE kamurozaka,2018-11-08,東京都,080-3349-9060,None
バケット イオンモール津南店,2018-11-08,三重県,059-253-4309,None
ADRIFT by DAVID MYERS,2018-11-07,東京都,03-6256-0966,None
CAFFÈ & BAR PRONTO丸の内二重橋スクエア店,2018-11-07,東京都,050-5350-6399,None
エキテリア プロント  ジョイナステラス二俣川店,2018-11-06,神奈川県,045-744-8678,None
わんダフルCAFE メグミ,2018-11-04,北海道,011-378-1011,None
chano-ma京都,2018-11-03,京都府,075-754-8012,None
ベジタブルレストランBlueBee,2018-11-03,福島県,0248-94-6998,None
JELLY JELLY CAFE（ジェリージェリーカフェ）新宿店,2018-11-02,東京都,03-6276-8835,None
egg東京農大世田谷通り店,2018-11-01,東京都,03-3706-0151,None
ROUGH LABO CAFE,2018-11-01,大阪府,06-7777-2417,None
5&co.,2018-11-01,京都府,075-321-0770,None
COOKPARK（クックパーク）,2018-11-01,大阪府,06-6363-0333,None
カワノホトリcafe,2018-11-01,長野県,,None
譲渡型保護ねこカフェ にじのはし,2018-10-31,神奈川県,0463-25-5007,None
DEAN & DELUCA 広尾,2018-10-31,東京都,03-5422-9082,None
祇園茶寮×タニタカフェ イオンモールナゴヤドーム前店,2018-10-30,愛知県,052-799-3999,None
デリカフェ・キッチン天王寺,2018-10-30,大阪府,06-6796-8763,None
成田童夢の店 和馬’s Cafe東京浅草店,2018-10-28,東京都,03-4500-1888,None
TIERRA LUZ VIENTOO 西宮店,2018-10-28,兵庫県,0798-23-3089,None
Pieee Parlor Parisien（パイ パーラー パリジャン）,2018-10-27,広島県,082-236-8870,None
 Ivorish 那覇,2018-10-25,沖縄県,098-917-1223,None
Mr.FARMER 三井アウトレットパーク木更津,2018-10-25,千葉県,0438-41-3313,None
SOHOLM CAFE(スーホルムカフェ)木更津店,2018-10-25,千葉県,0438-41-2751,None
DEAN & DELUCA カフェ 三井アウトレットパーク木更津,2018-10-25,千葉県,0438-97-5991,None
美遊食彩ぱすと,2018-10-25,東京都,03-6421-2290,None
猫カフェGOMA,2018-10-24,東京都,03-6667-5386,None
CAYUZO(カユゾー),2018-10-23,東京都,03-5738-8499,None
樂園CAFÉ,2018-10-22,沖縄県,098-867-1171,None
ちよだニャンとなるcafe,2018-10-21,東京都,070-1467-2828,None
アフラックの健康応援カフェ,2018-10-21,東京都,03-6206-1407,None
LatteArtJunkiesRoastingShop3rd Taut 阪急洛西口店,2018-10-21,京都府,075-874-3138,None
巣箱（SUBACO）,2018-10-21,京都府,075-754-6521,None
H.I.S. The ROOM of journey,2018-10-20,東京都,03-5979-6721,None
アニメイトカフェ名古屋2号店,2018-10-20,愛知県,052-756-2205,None
Cafe Rassembler（カフェ ラソンブレ）,2018-10-20,福岡県,092-791-4878,None
Underpass cafe,2018-10-16,東京都,03-6804-0685,None
KA-KU大阪なんばスカイオ店,2018-10-15,大阪府,06-6616-9147,None
PRONTO（プロント） なんばスカイオ店,2018-10-15,大阪府,06-6643-0800,None
TREND CAFE,2018-10-14,兵庫県,080-4490-2225,None
NATURE’S ZOO,2018-10-13,愛知県,052-222-1140,None
ライフ ラウンジ 那覇オーパ店,2018-10-13,沖縄県,098-988-9655,None
ベーカリーカフェ Tino Copain 那覇オーパ店,2018-10-13,沖縄県,098-943-9697,None
Aloha Table sharing ALOHA Spirit !,2018-10-12,東京都,03,None
Seasoning Chicken(シーズニングチキン) 那覇OPA店,2018-10-12,沖縄県,098-975-9959,None
Cafe Restaurant＆Meeting Space FOREST,2018-10-11,宮城県,022-200-2607,None
Milly’sキッチン×タニタカフェ,2018-10-11,千葉県,047-401-6600,None
神戸養蜂場,2018-10-11,兵庫県,078-592-7007,None
peace garden,2018-10-11,大分県,097-538-0030,None
歩粉,2018-10-11,京都府,075-495-7305,None
カフェヨシノ 山王店,2018-10-10,愛知県,052-321-2661,None
CAFFÈ & BAR PRONTO（ カフェ＆バー プロント）JR クレメントイン高松,2018-10-10,香川県,087-873-2331,None
DIYcafe アメ村店,2018-10-10,大阪府,06-6484-3223,None
cafebar marimo,2018-10-09,京都府,050-6874-1248,None
JELLY JELLY CAFE 池袋2号店,2018-10-09,東京都,03-5904-9914,None
ブレッドガーデン イオンモール高崎店,2018-10-09,群馬県,027-310-9544,None
